,Park_ID,Direction_Of_Wind,Average_Breeze_Speed,Max_Breeze_Speed,Min_Breeze_Speed,Var1,Average_Atmospheric_Pressure,Max_Atmospheric_Pressure,Min_Atmospheric_Pressure,Min_Ambient_Pollution,Max_Ambient_Pollution,Average_Moisture_In_Park,Max_Moisture_In_Park,Min_Moisture_In_Park,Location_Type,year,month,day
2825,13,50.0,24.32,38.0,7.6,0.0,8519.0,8526.0,8512.0,16.0,332.0,252.0,297.0,189.0,4,2005,9,27
2826,13,65.0,38.0,53.2,22.8,0.0,8509.0,8519.0,8499.0,256.0,352.0,228.0,285.0,162.0,4,2005,9,28
2827,13,65.0,40.28,53.2,30.4,0.0,8495.0,8506.0,8482.0,292.0,340.0,222.0,264.0,177.0,4,2005,9,29
2828,13,55.0,31.92,60.8,15.2,0.0,8468.0,8485.0,8451.0,244.0,340.0,237.0,291.0,171.0,4,2005,9,30
2829,13,54.0,27.36,45.6,7.6,0.0,8410.0,8447.0,8362.0,12.0,324.0,243.0,300.0,174.0,4,2005,1,10
2830,13,158.0,18.24,22.8,7.6,0.0,8328.0,8358.0,8311.0,100.0,252.0,258.0,294.0,195.0,4,2005,2,10
2831,13,164.0,17.48,30.4,7.6,0.0,8331.0,8338.0,8324.0,8.0,260.0,276.0,300.0,198.0,4,2005,3,10
2832,13,122.0,28.88,53.2,7.6,2.49,8287.0,8321.0,8246.0,16.0,312.0,267.0,300.0,228.0,4,2005,4,10
2833,13,126.0,25.84,38.0,15.2,16.6,8222.0,8242.0,8211.0,116.0,276.0,282.0,294.0,252.0,4,2005,5,10
2834,13,187.0,38.0,45.6,22.8,46.48,8280.0,8328.0,8232.0,236.0,292.0,282.0,294.0,261.0,4,2005,6,10
2835,13,246.0,24.32,38.0,7.6,0.83,8369.0,8389.0,8331.0,240.0,312.0,261.0,291.0,219.0,4,2005,7,10
2836,13,70.0,13.68,22.8,7.6,0.0,8393.0,8396.0,8386.0,252.0,336.0,264.0,294.0,189.0,4,2005,8,10
2837,13,64.0,37.24,45.6,15.2,0.0,8379.0,8393.0,8369.0,216.0,296.0,243.0,291.0,201.0,4,2005,9,10
2838,13,68.0,41.8,53.2,30.4,0.0,8362.0,8369.0,8355.0,284.0,344.0,207.0,258.0,162.0,4,2005,10,10
2839,13,68.0,26.6,38.0,15.2,0.0,8362.0,8372.0,8355.0,276.0,320.0,237.0,270.0,195.0,4,2005,11,10
2840,13,42.0,40.28,68.4,15.2,0.0249,8376.0,8393.0,8355.0,244.0,332.0,237.0,285.0,204.0,4,2005,12,10
2841,13,51.0,29.64,53.2,15.2,23.24,8372.0,8382.0,8365.0,244.0,308.0,270.0,285.0,231.0,4,2005,10,13
2842,13,15.0,20.52,38.0,7.6,71.38,8362.0,8379.0,8345.0,104.0,288.0,276.0,294.0,234.0,4,2005,10,14
2843,13,33.0,20.52,38.0,7.6,28.22,8358.0,8369.0,8345.0,56.0,276.0,285.0,294.0,264.0,4,2005,10,15
2844,13,87.0,15.2,22.8,7.6,5.81,8352.0,8369.0,8341.0,84.0,272.0,294.0,294.0,288.0,4,2005,10,16
2845,13,291.0,15.2,30.4,0.0,3.32,8369.0,8376.0,8362.0,16.0,272.0,288.0,300.0,261.0,4,2005,10,17
2846,13,14.0,15.96,22.8,7.6,0.0249,8393.0,8403.0,8376.0,36.0,284.0,276.0,300.0,243.0,4,2005,10,18
2847,13,299.0,15.2,38.0,7.6,5.81,8403.0,8410.0,8396.0,128.0,312.0,276.0,294.0,222.0,4,2005,10,19
2848,13,181.0,39.52,53.2,15.2,14.94,8348.0,8396.0,8311.0,12.0,264.0,285.0,300.0,252.0,4,2005,10,20
2849,13,254.0,38.0,60.8,15.2,13.28,8331.0,8382.0,8300.0,92.0,320.0,267.0,294.0,213.0,4,2005,10,21
2850,13,177.0,23.56,38.0,7.6,0.0,8389.0,8403.0,8372.0,260.0,328.0,243.0,291.0,186.0,4,2005,10,22
2851,13,182.0,31.16,38.0,22.8,0.0249,8341.0,8365.0,8328.0,272.0,316.0,240.0,288.0,213.0,4,2005,10,23
2852,13,326.0,15.2,22.8,7.6,0.83,8406.0,8423.0,8358.0,252.0,328.0,249.0,291.0,186.0,4,2005,10,24
2853,13,99.0,32.68,45.6,22.8,0.0,8365.0,8400.0,8341.0,228.0,284.0,258.0,288.0,207.0,4,2005,10,25
2854,13,107.0,25.84,30.4,15.2,0.0,8321.0,8341.0,8304.0,204.0,288.0,267.0,294.0,207.0,4,2005,10,26
2855,13,112.0,23.56,30.4,7.6,0.0249,8290.0,8304.0,8280.0,132.0,244.0,279.0,294.0,252.0,4,2005,10,27
2856,13,166.0,25.84,38.0,15.2,0.0,8352.0,8386.0,8307.0,48.0,320.0,276.0,300.0,219.0,4,2005,10,28
2857,13,125.0,31.16,38.0,22.8,0.0,8410.0,8423.0,8386.0,172.0,304.0,270.0,294.0,225.0,4,2005,10,29
2858,13,120.0,25.08,38.0,7.6,0.0,8417.0,8437.0,8406.0,156.0,240.0,267.0,294.0,210.0,4,2005,10,30
2859,13,95.0,12.16,22.8,0.0,0.0,8451.0,8458.0,8441.0,4.0,132.0,297.0,300.0,282.0,4,2005,10,31
2860,13,81.0,15.96,22.8,7.6,0.0,8420.0,8447.0,8393.0,16.0,256.0,282.0,300.0,222.0,4,2005,1,11
2861,13,114.0,19.76,30.4,15.2,0.0249,8365.0,8389.0,8352.0,20.0,316.0,252.0,300.0,204.0,4,2005,2,11
2862,13,147.0,34.2,45.6,22.8,1.66,8338.0,8352.0,8331.0,232.0,308.0,261.0,291.0,216.0,4,2005,3,11
2863,13,150.0,35.72,53.2,30.4,39.01,8345.0,8358.0,8331.0,128.0,268.0,288.0,294.0,270.0,4,2005,4,11
2864,13,215.0,52.44,91.2,38.0,19.09,8345.0,8362.0,8328.0,132.0,296.0,282.0,294.0,258.0,4,2005,5,11
2865,13,217.0,57.0,91.2,30.4,14.94,8372.0,8413.0,8352.0,248.0,288.0,273.0,291.0,249.0,4,2005,6,11
2866,13,179.0,40.28,76.0,15.2,0.0249,8393.0,8434.0,8335.0,20.0,292.0,273.0,297.0,252.0,4,2005,7,11
2867,13,235.0,72.96,98.8,45.6,75.53,8369.0,8379.0,8345.0,196.0,316.0,255.0,285.0,201.0,4,2005,8,11
2868,13,221.0,77.52,83.6,60.8,20.75,8376.0,8386.0,8365.0,144.0,280.0,276.0,288.0,264.0,4,2005,9,11
2869,13,198.0,50.16,60.8,38.0,10.79,8382.0,8389.0,8376.0,220.0,300.0,270.0,294.0,252.0,4,2005,10,11
2870,13,189.0,41.8,53.2,30.4,0.0,8389.0,8410.0,8358.0,248.0,300.0,261.0,270.0,240.0,4,2005,11,11
2871,13,238.0,70.68,98.8,45.6,48.14,8362.0,8389.0,8345.0,252.0,340.0,219.0,276.0,168.0,4,2005,12,11
2872,13,223.0,73.72,98.8,45.6,83.0,8369.0,8400.0,8287.0,144.0,340.0,234.0,294.0,189.0,4,2005,11,13
2873,13,222.0,90.44,114.0,60.8,53.95,8283.0,8304.0,8263.0,212.0,292.0,261.0,285.0,246.0,4,2005,11,14
2874,13,211.0,60.8,83.6,38.0,9.96,8290.0,8300.0,8273.0,200.0,304.0,255.0,276.0,231.0,4,2005,11,15
2875,13,212.0,67.64,121.6,15.2,139.44,8232.0,8270.0,8198.0,136.0,284.0,270.0,294.0,207.0,4,2005,11,16
2876,13,223.0,91.2,129.2,53.2,106.24,8283.0,8317.0,8225.0,228.0,304.0,231.0,285.0,201.0,4,2005,11,17
2877,13,229.0,72.96,98.8,45.6,23.24,8287.0,8304.0,8266.0,232.0,284.0,234.0,279.0,210.0,4,2005,11,18
2878,13,246.0,53.2,76.0,38.0,30.71,8232.0,8283.0,8174.0,244.0,340.0,222.0,264.0,195.0,4,2005,11,19
2879,13,289.0,41.8,60.8,15.2,120.35,8187.0,8242.0,8143.0,212.0,316.0,258.0,291.0,219.0,4,2005,11,20
2880,13,310.0,25.08,38.0,7.6,29.88,8294.0,8355.0,8246.0,188.0,316.0,258.0,285.0,225.0,4,2005,11,21
2881,13,220.0,29.64,53.2,7.6,0.0249,8389.0,8403.0,8362.0,268.0,308.0,252.0,273.0,216.0,4,2005,11,22
2882,13,173.0,59.28,83.6,22.8,80.51,8297.0,8365.0,8242.0,212.0,292.0,279.0,294.0,243.0,4,2005,11,23
2883,13,275.0,27.36,45.6,15.2,70.55,8259.0,8304.0,8239.0,252.0,300.0,264.0,285.0,246.0,4,2005,11,24
2884,13,238.0,20.52,30.4,7.6,15.77,8352.0,8379.0,8307.0,208.0,324.0,267.0,291.0,207.0,4,2005,11,25
2885,13,175.0,49.4,68.4,30.4,5.81,8307.0,8365.0,8232.0,120.0,280.0,285.0,294.0,273.0,4,2005,11,26
2886,13,224.0,68.4,98.8,45.6,112.88,8273.0,8304.0,8229.0,212.0,316.0,249.0,291.0,195.0,4,2005,11,27
2887,13,219.0,88.92,129.2,60.8,87.98,8249.0,8294.0,8229.0,204.0,288.0,243.0,279.0,189.0,4,2005,11,28
2888,13,251.0,76.0,114.0,30.4,157.7,8311.0,8345.0,8270.0,192.0,324.0,246.0,294.0,183.0,4,2005,11,29
2889,13,213.0,41.8,76.0,15.2,4.98,8386.0,8403.0,8348.0,96.0,300.0,264.0,294.0,231.0,4,2005,11,30
2890,13,201.0,51.68,60.8,38.0,0.83,8410.0,8417.0,8403.0,252.0,312.0,240.0,282.0,210.0,4,2005,1,12
2891,13,173.0,49.4,60.8,45.6,0.0,8396.0,8420.0,8338.0,280.0,304.0,249.0,264.0,234.0,4,2005,2,12
2892,13,223.0,64.6,76.0,45.6,34.86,8403.0,8441.0,8328.0,244.0,312.0,255.0,282.0,225.0,4,2005,3,12
2893,13,190.0,77.52,91.2,60.8,0.0,8379.0,8413.0,8345.0,280.0,308.0,243.0,261.0,213.0,4,2005,4,12
2894,13,200.0,71.44,91.2,45.6,24.9,8365.0,8413.0,8341.0,116.0,312.0,261.0,294.0,228.0,4,2005,5,12
2895,13,151.0,34.2,45.6,22.8,7.47,8437.0,8447.0,8417.0,88.0,288.0,279.0,294.0,258.0,4,2005,6,12
2896,13,178.0,47.12,60.8,38.0,40.67,8413.0,8434.0,8400.0,212.0,292.0,273.0,294.0,249.0,4,2005,7,12
2897,13,214.0,44.84,60.8,30.4,0.0,8478.0,8495.0,8434.0,272.0,312.0,246.0,273.0,207.0,4,2005,8,12
2898,13,186.0,65.36,76.0,60.8,19.09,8430.0,8471.0,8389.0,256.0,320.0,258.0,279.0,234.0,4,2005,9,12
2899,13,231.0,57.0,76.0,38.0,26.56,8369.0,8386.0,8362.0,216.0,316.0,255.0,291.0,216.0,4,2005,10,12
2900,13,212.0,60.8,129.2,22.8,51.46,8352.0,8393.0,8290.0,240.0,300.0,258.0,288.0,231.0,4,2005,11,12
2901,13,285.0,25.08,83.6,0.0,8.3,8369.0,8389.0,8307.0,220.0,320.0,267.0,291.0,213.0,4,2005,12,12
2902,13,161.0,23.56,38.0,15.2,0.0,8365.0,8379.0,8352.0,28.0,268.0,285.0,300.0,261.0,4,2005,12,13
2903,13,116.0,25.08,38.0,15.2,2.49,8382.0,8393.0,8369.0,120.0,252.0,279.0,294.0,258.0,4,2005,12,14
2904,13,200.0,47.88,68.4,38.0,30.71,8369.0,8386.0,8358.0,100.0,292.0,282.0,294.0,261.0,4,2005,12,15
2905,13,195.0,41.8,53.2,30.4,8.3,8362.0,8382.0,8341.0,128.0,296.0,264.0,294.0,234.0,4,2005,12,16
2906,13,196.0,44.84,60.8,30.4,0.0249,8369.0,8379.0,8345.0,248.0,292.0,267.0,285.0,252.0,4,2005,12,17
2907,13,161.0,47.12,60.8,38.0,0.0,8348.0,8358.0,8324.0,196.0,292.0,279.0,294.0,258.0,4,2005,12,18
2908,13,189.0,46.36,60.8,38.0,4.15,8321.0,8338.0,8300.0,260.0,296.0,255.0,267.0,240.0,4,2005,12,19
2909,13,203.0,70.68,106.4,38.0,43.16,8338.0,8369.0,8311.0,196.0,284.0,261.0,282.0,243.0,4,2005,12,20
2910,13,192.0,73.72,91.2,30.4,23.24,8338.0,8365.0,8317.0,132.0,320.0,273.0,291.0,237.0,4,2005,12,21
2911,13,207.0,62.32,91.2,38.0,9.13,8376.0,8410.0,8314.0,220.0,308.0,249.0,285.0,189.0,4,2005,12,22
2912,13,179.0,60.04,83.6,45.6,7.47,8345.0,8382.0,8311.0,256.0,320.0,258.0,291.0,204.0,4,2005,12,23
2913,13,196.0,49.4,83.6,30.4,9.96,8393.0,8410.0,8376.0,204.0,312.0,261.0,294.0,198.0,4,2005,12,24
2914,13,202.0,70.68,98.8,45.6,0.0,8376.0,8382.0,8372.0,288.0,308.0,249.0,261.0,231.0,4,2005,12,25
2915,13,188.0,60.04,76.0,38.0,1.66,8393.0,8434.0,8362.0,256.0,312.0,255.0,270.0,240.0,4,2005,12,26
2916,13,115.0,38.76,53.2,22.8,0.0,8403.0,8434.0,8376.0,260.0,316.0,249.0,285.0,210.0,4,2005,12,27
2917,13,150.0,34.96,45.6,22.8,1.66,8400.0,8430.0,8369.0,260.0,304.0,267.0,285.0,240.0,4,2005,12,28
2918,13,135.0,60.04,68.4,45.6,0.0,8372.0,8420.0,8304.0,268.0,296.0,261.0,285.0,243.0,4,2005,12,29
2919,13,162.0,57.0,83.6,38.0,12.45,8341.0,8376.0,8294.0,208.0,316.0,255.0,291.0,216.0,4,2005,12,30
2920,14,223.0,75.24,98.8,60.8,46.14800000000001,8252.0,8294.0,8208.0,248.0,308.0,246.0,291.0,207.0,3,2002,1,1
2921,14,204.0,134.52,182.4,83.6,101.426,8198.0,8290.0,8126.0,148.0,292.0,255.0,291.0,207.0,3,2002,2,1
2922,14,254.0,126.92,159.6,114.0,46.978,8239.0,8290.0,8129.0,152.0,248.0,243.0,273.0,213.0,3,2002,3,1
2923,14,288.0,143.64,174.8,121.6,47.31,8136.0,8239.0,8078.0,244.0,256.0,228.0,264.0,201.0,3,2002,4,1
2924,14,279.0,95.76,136.8,68.4,67.56199999999998,8335.0,8372.0,8249.0,156.0,268.0,237.0,276.0,210.0,3,2002,5,1
2925,14,279.0,104.12,114.0,91.2,30.875999999999998,8311.0,8338.0,8283.0,236.0,256.0,255.0,285.0,237.0,3,2002,6,1
2926,14,287.0,77.52,106.4,22.8,2.66098,8372.0,8410.0,8338.0,220.0,260.0,258.0,279.0,243.0,3,2002,7,1
2927,14,275.0,62.32,83.6,30.4,59.10097999999999,8410.0,8451.0,8393.0,76.0,280.0,279.0,291.0,264.0,3,2002,8,1
2928,14,237.0,47.12,60.8,30.4,16.27298,8454.0,8461.0,8444.0,232.0,284.0,276.0,285.0,255.0,3,2002,9,1
2929,14,232.0,63.08,76.0,38.0,29.552979999999998,8441.0,8451.0,8413.0,176.0,268.0,282.0,291.0,273.0,3,2002,10,1
2930,14,250.0,104.88,121.6,76.0,40.504,8372.0,8403.0,8341.0,244.0,272.0,258.0,288.0,222.0,3,2002,11,1
2931,14,329.0,93.48,106.4,68.4,4.9799999999999995,8427.0,8447.0,8400.0,212.0,268.0,216.0,252.0,180.0,3,2002,12,1
2932,14,327.0,47.88,76.0,22.8,0.014939999999999998,8441.0,8451.0,8437.0,248.0,284.0,216.0,237.0,189.0,3,2002,1,13
2933,14,78.0,16.72,30.4,0.0,12.79196,8434.0,8437.0,8430.0,264.0,316.0,252.0,276.0,228.0,3,2002,1,14
2934,14,146.0,21.28,30.4,15.2,0.34195999999999993,8441.0,8447.0,8434.0,236.0,308.0,258.0,288.0,210.0,3,2002,1,15
2935,14,196.0,33.44,45.6,22.8,56.274,8437.0,8444.0,8430.0,232.0,284.0,276.0,282.0,264.0,3,2002,1,16
2936,14,204.0,71.44,114.0,38.0,19.588,8386.0,8427.0,8362.0,84.0,292.0,285.0,294.0,258.0,3,2002,1,17
2937,14,267.0,83.6,129.2,38.0,77.024,8311.0,8355.0,8280.0,240.0,280.0,261.0,294.0,213.0,3,2002,1,18
2938,14,264.0,89.68,129.2,53.2,22.078,8304.0,8321.0,8280.0,236.0,272.0,231.0,249.0,216.0,3,2002,1,19
2939,14,264.0,108.68,144.4,45.6,38.67800000000001,8232.0,8304.0,8208.0,152.0,272.0,258.0,288.0,228.0,3,2002,1,20
2940,14,280.0,114.0,144.4,68.4,39.674,8242.0,8297.0,8201.0,204.0,256.0,249.0,267.0,237.0,3,2002,1,21
2941,14,267.0,75.24,83.6,60.8,2.4899999999999998,8311.0,8335.0,8300.0,256.0,296.0,255.0,267.0,237.0,3,2002,1,22
2942,14,276.0,41.8,83.6,15.2,16.434,8365.0,8379.0,8338.0,252.0,292.0,255.0,282.0,231.0,3,2002,1,23
2943,14,138.0,70.68,91.2,38.0,138.278,8358.0,8379.0,8335.0,244.0,272.0,276.0,285.0,261.0,3,2002,1,24
2944,14,149.0,81.32,106.4,45.6,138.44400000000002,8311.0,8331.0,8290.0,88.0,256.0,291.0,294.0,282.0,3,2002,1,25
2945,14,181.0,47.88,60.8,22.8,22.576,8362.0,8403.0,8328.0,220.0,300.0,279.0,291.0,255.0,3,2002,1,26
2946,14,106.0,28.12,53.2,15.2,18.259999999999998,8444.0,8475.0,8403.0,80.0,236.0,291.0,294.0,288.0,3,2002,1,27
2947,14,81.0,42.56,68.4,30.4,0.664,8468.0,8478.0,8454.0,88.0,308.0,258.0,285.0,234.0,3,2002,1,28
2948,14,89.0,57.76,76.0,45.6,8.466,8434.0,8447.0,8427.0,140.0,256.0,243.0,270.0,210.0,3,2002,1,29
2949,14,84.0,79.04,91.2,68.4,0.0,8458.0,8492.0,8434.0,252.0,288.0,222.0,237.0,210.0,3,2002,1,30
2950,14,80.0,85.88,98.8,76.0,0.0,8509.0,8519.0,8492.0,292.0,348.0,186.0,213.0,129.0,3,2002,1,31
2951,14,82.0,58.52,91.2,15.2,0.0,8519.0,8526.0,8516.0,308.0,340.0,165.0,213.0,108.0,3,2002,1,2
2952,14,128.0,39.52,83.6,7.6,23.078979999999998,8516.0,8543.0,8478.0,32.0,304.0,255.0,279.0,210.0,3,2002,2,2
2953,14,156.0,39.52,83.6,22.8,0.0,8526.0,8550.0,8475.0,284.0,336.0,234.0,264.0,207.0,3,2002,3,2
2954,14,143.0,60.04,76.0,38.0,0.00498,8471.0,8488.0,8454.0,264.0,340.0,207.0,225.0,183.0,3,2002,4,2
2955,14,138.0,40.28,53.2,30.4,1.162,8502.0,8529.0,8485.0,268.0,340.0,204.0,240.0,168.0,3,2002,5,2
2956,14,81.0,44.08,53.2,30.4,0.0,8564.0,8577.0,8536.0,268.0,348.0,204.0,243.0,144.0,3,2002,6,2
2957,14,77.0,59.28,83.6,30.4,0.0,8557.0,8574.0,8543.0,248.0,316.0,228.0,261.0,213.0,3,2002,7,2
2958,14,64.0,34.2,53.2,15.2,0.00498,8536.0,8550.0,8523.0,240.0,316.0,255.0,276.0,228.0,3,2002,8,2
2959,14,90.0,46.36,60.8,30.4,0.17098,8550.0,8564.0,8540.0,272.0,340.0,222.0,246.0,189.0,3,2002,9,2
2960,14,109.0,22.8,53.2,7.6,0.0,8519.0,8540.0,8502.0,304.0,352.0,213.0,234.0,183.0,3,2002,10,2
2961,14,234.0,37.24,53.2,15.2,95.11800000000001,8461.0,8499.0,8437.0,48.0,304.0,273.0,294.0,228.0,3,2002,11,2
2962,14,304.0,47.88,76.0,38.0,15.604000000000003,8372.0,8434.0,8331.0,124.0,256.0,291.0,294.0,285.0,3,2002,12,2
2963,14,280.0,66.88,106.4,53.2,10.960980000000001,8335.0,8358.0,8294.0,132.0,252.0,279.0,291.0,267.0,3,2002,2,13
2964,14,325.0,83.6,114.0,53.2,24.401999999999997,8331.0,8386.0,8287.0,208.0,248.0,264.0,282.0,237.0,3,2002,2,14
2965,14,255.0,54.72,68.4,38.0,5.150980000000001,8386.0,8400.0,8369.0,56.0,236.0,291.0,294.0,282.0,3,2002,2,15
2966,14,231.0,52.44,60.8,38.0,2.3339600000000003,8362.0,8372.0,8335.0,184.0,252.0,288.0,291.0,279.0,3,2002,2,16
2967,14,209.0,87.4,121.6,45.6,34.362,8270.0,8331.0,8232.0,156.0,264.0,282.0,294.0,258.0,3,2002,2,17
2968,14,283.0,77.52,106.4,45.6,21.08698,8352.0,8444.0,8259.0,248.0,280.0,240.0,258.0,213.0,3,2002,2,18
2969,14,215.0,72.2,106.4,30.4,8.963999999999999,8447.0,8465.0,8413.0,208.0,308.0,246.0,267.0,210.0,3,2002,2,19
2970,14,231.0,79.04,98.8,68.4,25.232,8417.0,8427.0,8400.0,156.0,276.0,279.0,285.0,261.0,3,2002,2,20
2971,14,200.0,107.92,144.4,68.4,52.95399999999999,8376.0,8420.0,8317.0,164.0,272.0,273.0,285.0,237.0,3,2002,2,21
2972,14,220.0,73.72,98.8,53.2,10.458,8358.0,8376.0,8324.0,164.0,248.0,288.0,294.0,285.0,3,2002,2,22
2973,14,241.0,63.84,83.6,45.6,5.312,8393.0,8420.0,8372.0,136.0,240.0,288.0,294.0,282.0,3,2002,2,23
2974,14,251.0,52.44,60.8,38.0,33.366,8400.0,8417.0,8393.0,244.0,264.0,276.0,288.0,258.0,3,2002,2,24
2975,14,294.0,33.44,60.8,15.2,50.464,8420.0,8437.0,8393.0,40.0,268.0,285.0,294.0,276.0,3,2002,2,25
2976,14,217.0,61.56,68.4,45.6,14.608,8389.0,8427.0,8376.0,44.0,268.0,291.0,294.0,285.0,3,2002,2,26
2977,14,235.0,51.68,60.8,45.6,2.66098,8382.0,8406.0,8369.0,32.0,220.0,294.0,297.0,291.0,3,2002,2,27
2978,14,213.0,41.8,60.8,30.4,15.110980000000001,8406.0,8410.0,8403.0,16.0,172.0,297.0,300.0,294.0,3,2002,2,28
2979,14,218.0,31.16,45.6,7.6,2.4899999999999998,8420.0,8441.0,8406.0,20.0,240.0,297.0,300.0,294.0,3,2002,1,3
2980,14,86.0,28.88,60.8,7.6,0.00498,8434.0,8447.0,8406.0,12.0,48.0,300.0,300.0,294.0,3,2002,2,3
2981,14,153.0,53.96,68.4,30.4,51.962979999999995,8382.0,8403.0,8376.0,36.0,220.0,294.0,297.0,291.0,3,2002,3,3
2982,14,144.0,43.32,60.8,30.4,43.160000000000004,8348.0,8386.0,8300.0,20.0,244.0,294.0,300.0,291.0,3,2002,4,3
2983,14,87.0,49.4,68.4,30.4,16.932,8324.0,8372.0,8294.0,40.0,304.0,276.0,297.0,231.0,3,2002,5,3
2984,14,142.0,31.16,45.6,15.2,4.15498,8406.0,8423.0,8376.0,240.0,316.0,246.0,273.0,210.0,3,2002,6,3
2985,14,201.0,80.56,114.0,45.6,56.60600000000001,8331.0,8403.0,8280.0,188.0,264.0,279.0,291.0,264.0,3,2002,7,3
2986,14,277.0,50.92,68.4,30.4,6.805999999999999,8430.0,8482.0,8348.0,212.0,264.0,264.0,288.0,243.0,3,2002,8,3
2987,14,224.0,70.68,83.6,45.6,32.702,8471.0,8482.0,8465.0,248.0,268.0,276.0,285.0,264.0,3,2002,9,3
2988,14,255.0,50.92,68.4,45.6,1.0059600000000002,8475.0,8492.0,8461.0,192.0,276.0,279.0,291.0,267.0,3,2002,10,3
2989,14,265.0,40.28,45.6,30.4,3.3199999999999994,8488.0,8499.0,8475.0,248.0,284.0,279.0,291.0,255.0,3,2002,11,3
2990,14,268.0,28.12,38.0,7.6,7.138,8482.0,8492.0,8475.0,140.0,276.0,288.0,294.0,279.0,3,2002,12,3
2991,14,298.0,22.8,30.4,15.2,63.08,8488.0,8495.0,8485.0,240.0,268.0,285.0,291.0,273.0,3,2002,3,13
2992,14,210.0,19.76,30.4,7.6,8.30498,8471.0,8485.0,8461.0,252.0,316.0,249.0,264.0,231.0,3,2002,3,14
2993,14,148.0,34.2,45.6,15.2,13.621959999999998,8417.0,8458.0,8376.0,148.0,256.0,258.0,279.0,228.0,3,2002,3,15
2994,14,208.0,53.2,76.0,30.4,24.236,8358.0,8372.0,8331.0,16.0,236.0,279.0,294.0,261.0,3,2002,3,16
2995,14,194.0,56.24,76.0,30.4,36.188,8321.0,8331.0,8300.0,96.0,268.0,261.0,291.0,234.0,3,2002,3,17
2996,14,268.0,49.4,91.2,15.2,53.286,8328.0,8403.0,8273.0,36.0,308.0,279.0,297.0,240.0,3,2002,3,18
2997,14,235.0,49.4,60.8,45.6,13.289959999999999,8451.0,8475.0,8406.0,252.0,304.0,258.0,279.0,237.0,3,2002,3,19
2998,14,221.0,56.24,68.4,38.0,23.738,8478.0,8492.0,8465.0,244.0,280.0,270.0,285.0,246.0,3,2002,3,20
2999,14,234.0,33.44,53.2,15.2,92.79400000000001,8499.0,8509.0,8492.0,240.0,312.0,270.0,291.0,219.0,3,2002,3,21
3000,14,60.0,44.08,60.8,30.4,17.928,8478.0,8499.0,8458.0,168.0,304.0,261.0,291.0,204.0,3,2002,3,22
3001,14,59.0,41.8,53.2,22.8,31.208000000000006,8444.0,8458.0,8434.0,236.0,328.0,261.0,285.0,207.0,3,2002,3,23
3002,14,26.0,36.48,45.6,22.8,7.4749799999999995,8451.0,8465.0,8441.0,56.0,300.0,282.0,294.0,255.0,3,2002,3,24
3003,14,22.0,32.68,45.6,15.2,25.066,8492.0,8509.0,8468.0,32.0,300.0,279.0,300.0,246.0,3,2002,3,25
3004,14,307.0,23.56,30.4,15.2,19.09498,8512.0,8519.0,8506.0,280.0,320.0,261.0,291.0,222.0,3,2002,3,26
3005,14,322.0,24.32,30.4,15.2,11.12698,8502.0,8512.0,8492.0,144.0,300.0,273.0,291.0,252.0,3,2002,3,27
3006,14,270.0,35.72,45.6,22.8,0.6739599999999999,8458.0,8485.0,8430.0,164.0,268.0,261.0,291.0,207.0,3,2002,3,28
3007,14,275.0,71.44,83.6,45.6,19.924979999999998,8403.0,8427.0,8382.0,208.0,256.0,273.0,291.0,246.0,3,2002,3,29
3008,14,296.0,69.92,83.6,53.2,7.14796,8369.0,8382.0,8335.0,168.0,280.0,279.0,288.0,267.0,3,2002,3,30
3009,14,315.0,77.52,91.2,53.2,13.12396,8341.0,8372.0,8314.0,244.0,304.0,228.0,282.0,189.0,3,2002,3,31
3010,14,274.0,68.4,83.6,53.2,2.656,8348.0,8376.0,8314.0,252.0,304.0,231.0,264.0,204.0,3,2002,1,4
3011,14,283.0,28.88,60.8,7.6,11.96196,8287.0,8314.0,8252.0,244.0,308.0,246.0,270.0,210.0,3,2002,2,4
3012,14,97.0,29.64,68.4,7.6,16.101999999999997,8235.0,8252.0,8229.0,216.0,292.0,261.0,276.0,234.0,3,2002,3,4
3013,14,64.0,80.56,98.8,60.8,13.778,8297.0,8358.0,8242.0,204.0,316.0,270.0,285.0,225.0,3,2002,4,4
3014,14,54.0,54.72,76.0,30.4,0.00498,8372.0,8379.0,8358.0,284.0,352.0,222.0,267.0,174.0,3,2002,5,4
3015,14,286.0,53.2,83.6,7.6,131.14000000000001,8307.0,8358.0,8273.0,248.0,340.0,252.0,285.0,195.0,3,2002,6,4
3016,14,311.0,50.16,83.6,22.8,13.279999999999998,8294.0,8314.0,8270.0,276.0,352.0,207.0,273.0,156.0,3,2002,7,4
3017,14,205.0,57.0,98.8,7.6,62.08399999999999,8297.0,8328.0,8239.0,124.0,348.0,222.0,291.0,156.0,3,2002,8,4
3018,14,189.0,80.56,114.0,38.0,79.18199999999999,8174.0,8229.0,8116.0,144.0,272.0,288.0,294.0,282.0,3,2002,9,4
3019,14,201.0,79.8,121.6,38.0,132.96599999999998,8129.0,8150.0,8099.0,232.0,308.0,255.0,288.0,216.0,3,2002,10,4
3020,14,209.0,45.6,68.4,22.8,61.751999999999995,8187.0,8211.0,8150.0,264.0,312.0,258.0,288.0,219.0,3,2002,11,4
3021,14,319.0,20.52,30.4,7.6,38.68298,8229.0,8246.0,8211.0,116.0,332.0,258.0,291.0,207.0,3,2002,12,4
